StudentID,StudentName,Grade,CourseID,CourseName,SectionID,Period,Slots,TeacherID,TeacherName,RoomID,RoomName
28073,,0,G1203,Español & Literatura 11,G1203.1,2,A2;B5;D3,36,,,
28073,,0,A1105,Physics 11,A1105.1,8,B3;D1;E5,7,,,
28073,,0,E1101,Physical Education and Health 11,E1101.5,4,A4;C2;D5,27,,,
28073,,0,OI1003,Algebra II,OI1003.2,1,A1;B4;D2,8,,,
28073,,0,ADVHS01,Advisory HS,ADVHS01.8,9,E3,19,,,
28073,,0,OC1310,Painting II,OC1310.1,7,B2;C5;E4,46,,,
28064,,0,VHS0052,Spanish Film, Art, and Literature,VHS0052.2,1,A1;B4;D2,25,,,
28064,,0,OA1319,AP Physics 1,OA1319.1,5,A5;C3;E1,31,,,
28064,,0,I1214,AP Seminar,I1214.3,6,B1;C4;E2,19,,,
28064,,0,I1212,AP Macroeconomics,I1212.4,3,A3;C1;D4,34,,,
28064,,0,I1213,AP Microeconomics,I1213.4,3,A3;C1;D4,34,,,
28064,,0,OI1305,Calculus,OI1305.1,7,B2;C5;E4,35,,,
28064,,0,E1101,Physical Education and Health 11,E1101.3,8,B3;D1;E5,27,,,
28064,,0,ADVHS01,Advisory HS,ADVHS01.25,9,E3,38,,,
28064,,0,OC1305,Painting I,OC1305.2,4,A4;C2;D5,5,,,
29097,,0,I1214,AP Seminar,I1214.2,5,A5;C3;E1,19,,,
29097,,0,OZ1323,AP Human Geography,OZ1323.5,2,A2;B5;D3,45,,,
29097,,0,OI1003,Algebra II,OI1003.6,6,B1;C4;E2,8,,,
29097,,0,E1001,Physical Education and Health 10,E1001.6,8,B3;D1;E5,12,,,
29097,,0,A1006,Chemistry 10,A1006.4,3,A3;C1;D4,38,,,
29097,,0,B1001,Social Sciences 10,B1001.6,4,A4;C2;D5,26,,,
29097,,0,G1004,AP Spanish Language and Culture,G1004.1,1,A1;B4;D2,47,,,
29097,,0,ADVHS01,Advisory HS,ADVHS01.16,9,E3,28,,,
29097,,0,OC1310,Painting II,OC1310.1,7,B2;C5;E4,46,,,
30030,,0,OC1306,Sculpture I,OC1306.1,3,A3;C1;D4,5,,,
30030,,0,J0903,FRC 9,J0903.2,1,A1;B4;D2,20,,,
30030,,0,E0901,Physical Education and Health 9,E0901.4,4,A4;C2;D5,9,,,
30030,,0,A0901,Biology 9,A0901.1,5,A5;C3;E1,41,,,
30030,,0,H0904,English 9,H0904.2,8,B3;D1;E5,29,,,
30030,,0,B0901,Social Studies 9,B0901.6,6,B1;C4;E2,40,,,
30030,,0,I1003,Geometry,I1003.2,2,A2;B5;D3,35,,,
30030,,0,ADVHS01,Advisory HS,ADVHS01.3,9,E3,5,,,
29073,,0,I1211,AP Precalculus,I1211.1,3,A3;C1;D4,4,,,
29073,,0,B1006,Cultural Studies,B1006.2,7,B2;C5;E4,32,,,
29073,,0,I1214,AP Seminar,I1214.1,1,A1;B4;D2,19,,,
29073,,0,E1001,Physical Education and Health 10,E1001.2,6,B1;C4;E2,12,,,
29073,,0,G1004,AP Spanish Language and Culture,G1004.6,4,A4;C2;D5,48,,,
29073,,0,B1001,Social Sciences 10,B1001.4,8,B3;D1;E5,26,,,
29073,,0,A1006,Chemistry 10,A1006.2,2,A2;B5;D3,7,,,
29073,,0,ADVHS01,Advisory HS,ADVHS01.31,9,E3,44,,,
29073,,0,C0907,Band Level III,C0907.1,5,A5;C3;E1,3,,,
30134,,0,OC1306,Sculpture I,OC1306.1,3,A3;C1;D4,5,,,
30134,,0,J0903,FRC 9,J0903.1,8,B3;D1;E5,20,,,
30134,,0,E0901,Physical Education and Health 9,E0901.3,1,A1;B4;D2,9,,,
30134,,0,A0901,Biology 9,A0901.4,6,B1;C4;E2,49,,,
30134,,0,H0904,English 9,H0904.7,5,A5;C3;E1,15,,,
30134,,0,B0901,Social Studies 9,B0901.7,7,B2;C5;E4,40,,,
30134,,0,G0901,Español & Literatura 9,G0901.3,4,A4;C2;D5,28,,,
30134,,0,I1003,Geometry,I1003.2,2,A2;B5;D3,35,,,
30134,,0,ADVHS01,Advisory HS,ADVHS01.18,9,E3,31,,,
29126,,0,I1214,AP Seminar,I1214.3,6,B1;C4;E2,19,,,
29126,,0,OZ1323,AP Human Geography,OZ1323.4,7,B2;C5;E4,45,,,
29126,,0,E1001,Physical Education and Health 10,E1001.5,3,A3;C1;D4,12,,,
29126,,0,A1006,Chemistry 10,A1006.5,8,B3;D1;E5,38,,,
